chapter,chunk,text
17,11,"longer attached either to the community or the religion of his forebears he looks to progressive ideologies to fill the spiritual vacuum. The main difference between the progressivism of the disciple of Harold Laski or Bertrand Russell and the Communism of the disciple of Lenin concerns not so much the content as the style of the ideologies and the allegiance they demand. It is the dogmatism of the doctrine and the unconditional submission of the militants which constitute the originality of Communism, which is inferior on the intellectual plane to the open, liberal versions of progressive ideology but perhaps superior for anyone who is in search of a faith. The intellectual who no longer feels attached to anything is not satisfied with opinions merely; he wants certainty, he wants a system. The Revolution provides him with his opium. The leaders of Burma, who have remained faithful to Buddhism, have fought courageously against Communism although they subscribe to a socialist conception. In other Buddhist countries intellectuals have gone over to Communism in large numbers: the seduction of Communism depends not so much on the content of the old belief as on the degree of deracination. According to whether the Western influence to which he has been submitted encourages him to reject or to reform the national religion, the intellectual either becomes ripe for a new fanaticism or inclined to fit progressive ideas into a religious framework inherited from tradition or imitated from the West. Present-day India, which has proportionately more Communist voters than its neighbours, is also the country where the number of foreign missions, of professing Christians, of those who can read and write, is the largest. Pessimists always suggest that the condition of the peasant is such that he is inclined to revolt as soon as he awakes from his ancestral sleep. By rousing him the missionary, against his will, delivers him up helpless to the propagandists of the new Faith. Other observers believe that the affinity between an historical religion like Christianity and a religion of history like Communism explains the contagion. Anyone who breaks with Hinduism and subscribes to a belief in the divinity of Christ and the Day of Judgment will be more vulnerable to the prophetism of a Christian heresy than the man who belongs to an essentially aristocratic Church or subscribes to a universal dogma. Perhaps the essential factor is the break between the individual and his environment of which an imported proselytising religion is the agent. The pupils of the Christian schools, sometimes even those who have received Baptism, once detached from Hinduism and imperfectly integrated in the Western universe, no longer have any fixed point of reference, any real certitude. They are progressive in matters of economics and politics without having any assured basis for their ideas. Communism fits their ill-digested and scattered opinions into a system which is satisfying to the mind and preserved from doubt; it imposes a disciplinea discipline which will repel the man who is convinced of the virtues of intellectual freedom but will give the uprooted the framework to which they unconsciously aspire. The strength or the weakness of liberalism also explains the number or the quality of the converts to Communism. The essence of Western culture, the basis of its success, the secret of its wide influence, is liberty. Not universal suffrage, a belated and disputable political institution, not the parliamentary system, which is one democratic procedure among others, but the freedom of research and criticism, gradually won, the freedom whose historical conditions have been the duality of temporal and spiritual power, the limitation of State authority and the autonomy of the universities. Far from being a development of bourgeois liberalism, Communism is a retrogression. It is difficult to convict it of imposture or anyway to persuade progressivist intellectuals that it is an imposture, because any institutional expression of the democratic ideal is in some sense a betrayal of that ideal. There is no such thing as government of the people by the people: to prove that free elections and the plurality of parties are less imperfect expressions of popular sovereignty than the single party system, however obvious this may appear to most of us, would involve one in a lifetime of argument and dispute. Doubts are dissipated as soon as the values which define the Westrespect for the individual and freedom of enquiry are properly grasped. Asian graduates from Western universities have all acquired a taste for this freedom. True, the Europeans have all too often violated their own principles outside Europe; they have rendered suspect their pleas on behalf of democracy and their indictment of the Soviet system. Nevertheless, in spite"
17,12,"of everything, the prestige of these values is such that the Communists do not dare despise them; in fact they pretend to subscribe to them. It is in the name of a pseudo-rationalism that the Communists spread their new orthodoxy. The intellectual who has found internal equilibrium in an attitude that conforms to reason must inevitably reject the dogma. In spite of his reluctance, however, he may end up by accepting it if experience proves the failure of liberal methods in politics or economics. No European country ever went through the phase of economic development which India and China are now experiencing, under a régime that was representative and democratic. Nowhere, during the long years when industrial populations were growing rapidly, factory chimneys looming up over the suburbs and railways and bridges being constructed, were personal liberties, universal suffrage and the parliamentary system combined. In those years there were autocratic régimes in which universal suffrage was combined with the absolute power of a single man; there were parliamentary régimes in which the suffrage was restricted and the assembly aristocratic; or there were constitutional monarchies. The Indian experiment is a unique one brought about by the contact of two civilisations: a democratic and parliamentary republic which attempts to combine universal suffrage, the rule of law and five-year plans. The difficulties are obvious. A democratic régime in our day implies freedom of expression for the various interests, trade unions or parties, and forbids arbitrary rule. In Europe, the function of representative institutions was to limit or replace monarchies: they took over from an established power. In Asia, the new democracies are taking over from an absolute power, colonial or imperial, but the collapse of the latter created a void which the republics of India or Indonesia had to fill. States have rarely been built up on a basis of strict adherence to the norms of liberal democracy. The economic task which has devolved upon the new governments of Asia is equally heavy. Almost unanimously, the leaders of the independent nations subscribe to the imperative of expansion, which means industrialisation first and foremosteven before an increase in food production. They have borrowed from the European Left a predilection for socialist techniques. Sometimes these are suited to the circumstances: it would be wrong to rely on private enterprise in a country where there are no entrepreneurs, where the rich indulge in extravagant luxury. But it would be equally wrong to bank on a strictly planned system in the absence of proper statistics and competent officials, to count up the benefits due to dollar aid, if the Asian governments are incapable of opening the workshops which would absorb the proffered capital. In Asia, as in France, the intellectuals have a tendency to stress the complete incompatibility of ideologies with universal claimsprivate ownership against public ownership, the mechanism of the market against the planned economy, instead of coolly analysing the different national environments in order to ascertain which particular method would be best suited to the particular circumstances. The adoption of American capitalist practices or British socialist ideas does not necessarily answer the requirements of economic development in the so-called under-developed countries, any more than the imitation of the actual British parliamentary system guarantees an effective democracy in India or Indonesia. However much they may borrow from outside, the newly independent peoples must mould their own future. In this respect, a general theory would start with the idea of the different phases of economic growth. Marx sought to. link up the succession of these phases with the transformations of régimes. Unfortunately, he outlined a system inspired by the facts so far as they were known in his own time and belied by subsequent history. The technique of socialism, in the sense which the Communists give to the term, is no more the necessary consequence of maturity than it is indispensable to accelerated industrialisation. A theory which refrained from imposing a particular technique in any given phase would show what are the problems to be solved in each period. It would leave plenty of room for controversy, necessary because the aspirations of the intellectual, in the twentieth century, are so difficult to reconcile with the condition of those countries which have recently been promoted to independence and have not yet emerged from feudal poverty. The intellectuals would remain progressive and would continue to see no other choice but that between democratic methods and violence. But they would not confuse democratic socialism as practised in Great Britain, where the annual income per head of population is many times higher than in most other countries, with the application of the same philosophy in the Indian sub-continent. A free health service would not even be"
17,13,"conceivable in India. A scheme for unemployment insurance would sacrifice the strong to the weak and the future to the present. Impoverished societies cannot subordinate the need for production to that of egalitarian distribution. Not that all inequalities are favourable to productivity. On the contrary, the excessive luxury of the rich is an economic as well as a moral scandal. But laws guaranteeing security to a minority of workers employed in factories, chosen at random among millions of unemployed, would be premature and unrealistic. Whether it is a question of values, of means or of the distant future, science does not forbid the play of ideas, but simply brings it down to reality. It preserves the intellectuals from nostalgia for the past and vain revolt against the present, and encourages them to think the world before aspiring to change it. No Asian country was so legitimately proud of its history and its culture as was China. None, for a century past, had been so deeply humiliated. Not that she was ever conquered: one does not conquer Chinaat most one can seize the throne as the Manchus did. The opium wars, the sacking of the Summer Palace, the foreign concessions, the one-sided treaties, the 'big-stick' policyall this has left a heritage of resentment which will be slow to disappear. The Communists, as soon as they came to power, destroyed the Christian communities in China; any strong government might well have acted in the same way, though perhaps with different methods. The traditional doctrine on which the age-old order of China was based was primarily moral and social. Confucianism justified the accession of men of letters to the exercise of administrative and governmental functions. The collapse of the empire brought about the ruin of the ideology. In India, the regeneration of Hinduism took place under the noses of the barbarians, under the protection of the Indian Civil Service. A renewal of Confucianism might have followed but could not have paved the way for China's return to the ranks of the great powers. The intellectuals who spontaneously went over to Communism before 1949 were only a small minority. The prestige of the Russian Revolution, which ever since 1920 had brought about the conversion of a few men of letters, was not basically distinguishable from that of other revolutionary ideas imported from Europe. The long years of war, the gradual corruption of the Kuomintang, the inflation, the severity of the police terror, alienated the intelligentsia and made them the natural allies of Mao Tse-tung. Can Communism, secular and materialist, become the doctrine of the Chinese intellectuals? The depreciation of the family and the boosting of the Party and the State represent a break with tradition, which only yesterday would have been considered totally impossible. But the Communist Party has nevertheless reconstituted a hierarchy at the summit of which scholars sit enthroned. Marxist-Leninists they call themselves today, and they are warriors as well as scholars a combination which had been unknown for centuries. Perhaps Western influence was needed to restore it: united against a hated foreign domination, the intellectuals of China rediscovered the old crusading fervour and, in winning their battle, allowed the West an ironic victory too: for the doctrine in whose name they threw out the barbarians belongs to the very essence of the West since it puts 'action' and 'history' in the forefront. The West has taught the people of Asia to re-think their past. Already in the nineteenth century, the basic theme of Russian philosophy was the contrast between the destiny of Russia and that of Europe. Marxism, in the Leninist version, offers to the intellectuals of all continents the means of reinterpreting their own history and that of their foreign masters without humiliation. The substitution of scientific truth for religious truth cannot but entail a spiritual crisis: it is difficult to be satisfied with a provisional truth, incontestable but limited, not guaranteed to console. Perhaps the lessons of historical knowledge are the most bitter, because they are ambiguous and fugitive, perpetually changing, perpetually being renewed. Marxism re-establishes an absolute. The doctrine which is now the official doctrine of China is not linked to the order of the cosmos or to the distinctive individuality of the Middle Kingdom; it is true because it reflects the order of change, which is irresistible and beneficent. Marxist-Leninism overcomes the relativism"
17,14,"which historical awareness inevitably brings with it, and heals the wounds inflicted, over the past century, by the technical superiority of Europe. One wonders if Asia will tomorrow show signs of the religious intolerance which Buddhism spared it but which was the scourge of the West, or if it will interpret the new faith in such a way that the heretics will be allowed to survive, despised perhaps but not forcibly converted or conquered on the pretext of conversion."
18,1,"CHAPTER IX THE INTELLECTUALS IN SEARCH OF A RELIGION PARALLELS between socialism and religion have frequently been drawn, and the diffusion of Christianity throughout the ancient world compared with that of Marxism in our time. The expression 'secular religion' has become a commonplace. Equally classic are the arguments arising from these comparisons. Does a Godless doctrine deserve to be called a religion? The faithful themselves deny the connection but insist that their belief is none-the-less compatible with the traditional faithare not the progressive Christians a living proof of the compatibility between Communism and Catholicism? In a sense, the quarrel is a verbal one. Everything depends on one's definition of the words involved. The doctrine provides true Communists with a global interpretation of the universe; it instils sentiments akin to those of the crusaders of all ages; it fixes the hierarchy of values and establishes the norms of good conduct. It fulfils, in the individual and in the collective soul, some of the functions which the sociologist normally ascribes to religions. As for the absence of the transcendental or the sacred, the Communists do not categorically deny it, but they recall that many societies throughout the centuries have been ignorant of the notion of a divine being without being ignorant of the way of thought and feeling, the obligations and the devotions, which the observer of today regards as religious.  I used the expression in two articles which appeared in La France Libre in June-July, 1944. These arguments side-step the real problem. One can define religion in such a way that it embraces the cults, rites and passions of the so-called primitive tribes, the teachings and practices of Confucianism and the sublime inspirations of Christ or Buddha, but what is the point, the meaning, of a secular religion in the West, in an environment impregnated with Christianity? Economic Opinion or Secular Religion Communism developed from an economic and political doctrine at a time when the spiritual vitality and the authority of the Churches were in decline. Passions which in other times might have expressed themselves in strictly religious beliefs were channelled into political action. Socialism appeared not so much a technique applicable to the management of enterprises or to the functioning of the economy, as a means of curing once and for all the age-old misery of mankind. The ideologies of the Right and of the Left, Fascism as well as Communism, are inspired by the modern philosophy of immanence. They are atheist, even when they do not deny the existence of God, to the extent that they conceive the human world without reference to the transcendental. According to La Berthonnière, Descartes, however good a Catholic he may have been, can be regarded as the initiator of this sort of atheism, since he was more interested in the conquest of nature than in meditation on the hereafter. The Marxists of the second or the third International are quite ready to allow that religion is a private affair, but they regard the organisation of the commonwealth as the only serious concern. Passions followed logically the transfer of the centre of interest. People no longer killed one another to determine which Church should be invested with the mission of interpreting the sacred scriptures and of administering the sacraments, but which party or which system offered the best chance of spreading material comfort for all in this vale of tears. Democracy and nationalism, it is true, have aroused no less passionate fervour than the classless society. At a time when the supreme values are linked to political reality, men are just as fanatical in their devotion to national independence as to an allegedly ideal order. In this vague sense, every political movement which has agitated modern Europe has had a religious character. Yet one does not find in them the framework or the essence of a religious philosophy. In this respect Communism is unique. The Marxist prophetism, as we have seen, conforms to the typical pattern of the Judeo-Christian prophetism. Every prophetism condemns what is and sketches an outline of what should or will be; it chooses an individual or a group to cleave a path across the no-man's land which separates the unworthy present from the radiant future. The classless society which will bring social progress without political revolution is comparable to the dreams of the millennium. The misery of the proletariat proves its vocation and the Communist Party becomes the Church which is opposed by the bourgeois  pagans who stop"
18,2,"their ears against the good tidings and by the socialist  Jews who have failed to recognise the Revolution which they themselves had been heralding for years. The recriminations and prognostications can be translated into rational terms. The forces of production, developed with the help of science harnessed to industry, do not yet provide decent conditions of life for more than a minority. Tomorrow the expansion of technology, combined with a change in the system of ownership and management, will bestow on all mankind the benefits of material plenty. It is an easy transition from the Marxist prophetism to 'the great hope of the twentieth century', from revolutionary faith to the theory of economic progress. How is it that the Marxist prophetism manages to oscillate between a reasonable opinion on the future of modern societies and a pseudo-religious dogma? How is it that it manages to inspire on the one hand the ideas and the methods of social democracy, which are those of common sense, peaceful reform and democratic liberty, and on the other hand the ideas and the methods of Communism, which are those of violence and revolution? In the first case, the theory is toned down and it is admitted that the work of regeneration demands the concurrence of all the victims of capitalism, of all those who, without suffering personally from the system, recognise its blemishes and desire to eliminate them. This does not mean that the vocation of the proletariat is eliminated; merely that it ceases to be exclusive. By their numbers and by their sufferings, the industrial workers are called upon to play a pre-eminent role in the humanisation of modern technological societies, but they are neither alone in suffering injustice nor alone in shaping the future. In the second case, the proletarian character of the collective saviour and of the party which represents it, is verbally emphasised and strengthened. Quite simply, the Party must be proclaimed the vanguard of the proletariat, however small the part which genuine flesh-and-blood industrial workers may take in the leadership and the activity of the party. The latter approximates to a Church, which is the trustee and guardian of the message of salvation. Whoever enters this Church at once receives its baptism: those genuine proletarians who refuse to follow it automatically debar themselves from the chosen class. Treading the first path, the prophetism reduces itself to a set of opinions which vary from nation to nation and are reasonably prosaic; Marxism is broken down into its elements historical hypotheses, economic preferences. The second way shows us the Party  Church stiffening doctrine into dogma and elaborating an interpretative scholasticism; imbued with passionate life, the Party  Church wins over immense cohorts. In order that the Communist system of interpretation shall never be found lacking, the delegation of the proletariat to the Party must be total and unreserved. This in turn makes it necessary to deny incontestable facts, to substitute for the real and multifarious conflicts of human life the stylised struggles of collective beings who are defined by their function in a pre-ordained destiny. From this arises the scholasticism which we have often come across in the course of the preceding pages, the interminable speculations on the infrastructure and the superstructure, the distinctions between subtle and vulgar meanings, the rejection of objectivity, and the re-writing of history. The social-democrats renounce this scholasticism; they do not seek to reconcile the facts with the predictions of yesterday, to enclose the countless riches of human societies in a narrow conceptual framework; but, by the same token, they forfeit the prestige bestowed by the system, the certainty and conviction, the transparent future. The Communists on the other hand seek to connect each episode in their development to the total course of history, and history itself to a philosophy of nature; there is nothing they do not know, they are never wrong, and the art of the dialectic enables them to harmonise any aspect of the Soviet reality with a doctrine that can be twisted in any direction. The combination of prophetism and scholasticism produces sentiments analogous to those of religious believers. Faith in the proletariat and in history, charity for those who suffer today and who tomorrow will inherit the earth, hope that the future will bring the advent of the classless society the theological virtues reappear in a new guise. But this faith is attached not so much to history as to a Church whose links with the Messiah have become"
18,3,"gradually loosened; this hope is placed in a future which, in default of being accomplished by spontaneous forces, will be produced by violence; this charity for suffering humanity hardens into indifference towards classes or nations or individuals condemned by the dialectic. Communist faith justifies all means, Communist hope forbids acceptance of the fact that there are many roads towards the Kingdom of God, Community charity does not even allow its enemies the right to die an honourable death. It is the psychology of a sect rather than of a universal Church. The militant is persuaded that he belongs to a small number of elect who are charged with the salvation of all. The faithful, accustomed to following the twists in the line, to repeating parrot-wise the successive and contradictory interpretations of the Nazi-Soviet pact, for example, or of the 'Doctors' Plot', become in a certain sense 'new men'. According to the materialist conception, men trained after a certain method are docile to authority and completely satisfied with their lot. The engineers of the soul have no doubts about the plastic nature of the psychic material at their disposal. At one extreme, socialism is reduced to a vague preference for the State control of the economy and for collective ownership; at the other extreme, it widens into a global system of interpretation which includes at once the entire cosmos and the ups and downs of civil strife in Guatemala. It will be said that the Communist faith is distinguishable from a politico-economic opinion only by its intransigence, that a new faith is always intransigent, and that Churches incline to tolerance as they become undermined by scepticism. But it is not simply a matter of intransigence: nothing comparable to the secular religion of Communism has arisen out of nationalism or democracy. One could call it fanaticism, if that is the right word to designate decrees by which a single party is transfigured into the guide of the world proletariat, a single system of interpretation superimposed on the unintelligible complexity of the facts, a single road to socialism proclaimed obligatory for all. Fanatical, surely, is the Communist who divides mankind into two camps according to their attitude towards the sacred cause, the militant who compels the bourgeoispagan to write his autobiography in conformity with the truth revealed by the proletarian State Militants and Sympathisers Communism is an ideology which, through the cult of the Party, the interpretative scholasticism manipulated by the revolutionary State, and the training and discipline enforced on the militants, has been transformed into a dogmatism of words and actions. Thus, one is tempted to take the concept of a secular religion either seriously or lightly according to whether one considers the point of departure or the point of arrival, the Marxism of 1890 or the Stalinism of 1950. There is no better illustration of this uncertainty than the tragic and turbulent history of the rivalry between socialists and communists. The latter, of course, have never had any doubts; ever since 1917 they have been denouncing their socialist brethren as traitors who went over to the capitalist camp as soon as they failed to recognise the Russian Revolution as the first step towards the fulfilment of the Marxist prophecies. The socialists, for their part, heartily denounce the cruelty of the Bolsheviks, the infamy of undemocratic socialism and the dictatorship over the proletariat. But they have never succeeded in quite overcoming a kind of guilt feeling: even if the road be horrible, is there another way? Are not socialists and communists both agreed in their opposition to capitalism, are they not equally hostile to the anarchy of the market and equally in favour of planning and collective ownership? When the Bolsheviks liquidated Mensheviks and Trotskyists, when the great purges raged or when peasants who were unwilling to accept collectivisation were deported by the million, the Western socialists, humanitarian, accustomed to parliamentary methods, reacted with horror and felt almost as remote from these ferocious organisers as from the fascists themselves, Stalin has only to die, and his successors to tone down some of the extreme and almost pathological manifestations of the system, to hold out the hand of friendship to the progressives and the Christians, for the social-democratic Marxists to start wondering again. Perhaps, when all is"
18,4,"said and done, the technique of despotism and five-year plans is the only one possible in Russia and other under-developed countries? The need for rapid industrialisation made the excesses of the terror inevitable, but the development of socialism will gradually eliminate the necessity for them. And with the democratisation of the Soviet régime the great schism will resolve itself. These alternations of trust and despair cannot simply be attributed to the inexhaustible naivety of the socialists, fated to end up in concentration camps under every sort of régime. They arise from the basic ambiguity of the secular religion. The latter, whether fascist or communist, is no more than the dogmatic hardening of opinions which are current in leftwing or right-wing circles. Consider, for example, the case of national-socialism. The man who sympathised with the Nazis in 1933 did not always believe in racialism; he might well have deplored the excesses of anti-Semitism, and simply affirmed the necessity of a strong government to re-establish the unity of the nation, to overcome partisan quarrels, to conduct a dynamic foreign policy. Such reserved allegiance does not only characterise the waverers or fellow-travellers; it is not unknown among those who actually belong to the party, sometimes even in the inner circles of the party. The faith of Goering was probably scarcely more orthodox than that of the old-fashioned nationalists who rallied round the brown-shirted demagogue out of pure opportunism. In 1955, how does the progressive Christian who is not a member of the Communist Party actually think and feel? If we revert to the book published by the worker-priests, we will find them adoptingsome of them at leastthe interpretation of events which is taught by the Party: ""The guides of the proletariat were right. The lessons of recent political and social events prove it: Marshall Plan, E. D. C. , unemployment, low salaries, Viet-Nam, Africa, poverty, housing shortage, illegality, repression"". To attribute to the Marshall Plan, which shortened by several years the period necessary for French economic reconstruction, a responsibility for poverty and low salaries represents a typical example of the substitution of dogma for facta substitution which is characteristic of Stalinist scholasticism. The worker-priests came to assimilate, perhaps without being precisely aware of it, the broad lines of the Communist philosophy of history. In their book they ascribe to the working class a unique mission and special virtues. ""Our class seemed to us to be beautiful in spite of its wounds, rich in authentic human values; never once did we come across a reason to disparage or underestimate it. And the prospects it opens for the history of humanity are too great and too real for the other classes to ignore it"" p. 268. One's way of thinking, they suggest, depends essentially on the class one belongs to. ""By immersing ourselves completely in the proletarian conditions of life, and being constantly and intimately connected with the working masses, a certain number of us have begun to acquire or to regain a new mentality, a new class consciousness. We share the workers' reactions, we see things through their eyes, their mindsfor example the sense of the class struggle for the suppression of classes, the feeling of being inevitably interdependent, the conviction that they cannot free themselves from capitalist exploitation unless they stick together . . . "" p. 207 The proletarian awareness to which these Christians have acceded seems to be entirely moulded by Communist ideology: ""We know now that the proletariat left to itself, without class consciousness, without organisation, will never succeed in defeating an enemy which assails it on every side and which is a hundred times superior, if not in numbers and in quality, at least in means of oppression and repression which range from straightforward brutality to hypocritical benevolence and the narcotic of religion"" p. 23o.  Les Prétres-Ouvriers Paris, Editions du Seuil, 1954, p. 268. And here is an example of the terms in which the worker-priests judge and condemn socialist reformism: ""And in countries where this bourgeois social-democracy resists, it flounders about in a morass of contradictions: repression, injustice, misery, aggressive war, all due to this 'henceforth"
18,5,"inevitable decline', to quote the expression of the Osservatore Romano . . . "" p. 272. It is true that the worker-priests remain Catholics: ""If we hold steadfastly to our faith in Jesus and His Father, the masters of History and therefore of this sociological and political history through which our brothers of the proletariat live, our faith in the Church is just as keen"" p. 269. They deny that the drama of the proletariat replaces the drama of salvation. But often the expressions they use suggest that profane events have gradually taken on the significance of the sacred in the divided conscience of the progressive Christian. ""We bear in our flesh the agonies of the proletariat and not one of our prayers and our Eucharists but is concerned with these agonies. . . . Our faith, which was a powerful motivating force in this carnal communion with the working class, is in no way diminished or sullied thereby"" p. 268. One imagines the Catholic Church eventually receiving the working class, henceforth prepared, thanks to its temporal emancipation, for the Gospel of Christ. Meanwhile, ""we think and feel, with the Church, that without these minimum conditions of material existence 'no spiritual life is possible', that a man who is hungry cannot believe in the bounty of God, that a man who is oppressed cannot believe in His omnipotence"" p. 270. In other words, therefore, the good tidings of great joy should not have been delivered to the slaves of antiquity, before slavery had been eliminated thanks to the class struggle. . . .  The author of Jeunesse de l'Eglise ascribes the culpable doubts he might experience as to the divinity Of the Church to bourgeois sin: ""Or, if he yields to this doubt, it is because, twisted by his- bourgeois past, he will not have drawn from the lives and the struggles of the working class the purpose and meaning of history and the lessons of patience it instils. "" Les Evénements et la Foi, p. 79.  Narcotic of religionopium of the people. These quotations prove that, for these generous-hearted men, these Christians hungry for self-sacrifice, Communism means more than an opinion on the economic system of today and tomorrow, even more than one ideology among others. They have passed through the first two stages on the road which leads from ideology to religion: the vocation of the proletariat and its incarnation in the Communist Party, and the interpretation of the facts of today and global history according to the dogma. The final stage is inconceivable for a Catholic: if the classless society were to solve the riddle of History, if humanity, having organised and perfected the exploitation of the planet, were to be satisfied with its lot and cured of hope, man would no longer be the creature for whom Christ was crucified but the creature to whom Marx prophesied the end of pre-history thanks to the power of the machine and the revolt of the proletariat. The Christian can never be a genuine Communist, any more than the latter could believe in God or in Christ because the secular religion, inspired by a fundamental atheism, teaches that the destiny of man is completely fulfilled on this earth and in the temporal city. The progressive Christian closes his eyes and his mind to this basic incompatibility. Sometimes he reduces Communism to a technique of economic organisation; he makes a radical distinction between religious faith and collective existence and refuses to recognise that the Christian Church does not tolerate this distinction any more than the secular Church. The latter does not regard Communism as a neutral technique comparable to a machine at society's disposal; the former wants to inspire the lives of each and everyone, all the time and in every sphere, and not restrict itself merely to the administration of the sacraments. Sometimes the progressive Christian goes to the other extreme of error. He is so overwhelmed by the sufferings of the proletariat, he shares so passionately in the struggle of the Communist Party, that he uses the same words, with their Christian overtones, to describe the vicissitudes of profane history and the mysteries of sacred history. The Christian notion of history tends to merge with the Marxist notion, the civilisation of labour, the rise of the masses, the liberation of the proletariat. One does not know whether the progressive Christians aspire to a universal prosperity which would finally rescue mankind from his age-old"
18,6,"servitude and persuade him to meditation on the hereafter, or whether the classless society, instead of the City of God, has become the object of the faith. Neither the example of the socialists nor that of the progressive Christians enables one to trace the dividing line between members of the Party and fellow-travellers. There are Party members who think and feel in the same way as progressive Christians: they have taken to religion out of sheer devotion or self-sacrifice or in order to overcome an internal resistance which seems to them to be a relic of their bourgeois upbringing: they do not believe in dialectical materialism, they merely wish to serve. Many fellow-travellers, on the other hand, are innocent of religious nostalgia; they calculate the chances of the Party and accept without the least repugnance the system of automatic reflexes, while retaining for themselves the advantages of semi-liberty. One will search in vain, within the Party, for one single comprehensive version of the historical dogma or the day-to-day teaching. As we have seen, it is impossible to say precisely what the membership of the Party as a whole believes in apart from the Party itself. When an official communique proclaims that nine doctors in the Kremlin have assassinated certain dignitaries of the régime, chosen at random among the dead, and plotted to assassinate other dignitaries who are still alive, the militants, from top to bottom of the ladder, know what they have to say though not what they will have to say three months hence, but they do not know the causes and objectives of the operation. No-one in his heart of hearts can unreservedly accept the interpretation which reverberates from one end of the Communist universe to the other in countless motions adopted at countless meetingsand each man chooses for himself his own esoteric interpretation.  Cf. Chapter IV, pp. 112-113. There is another and no less disturbing ambiguity when the State decree affects the broad lines of the dogma. What is the meaning which the believersmen of the inner circles of the Party, higher officials, local bossesgive to the major concepts? Do they believe in the identification of the Party and the proletariat in Great Britain, where the Party scarcely exists? Do they believe in the withering away of the Soviet State, when no régime has ever commanded such a vast police force? How can they envisage the classless society when a new hierarchy is gradually crystallising? We have made the distinction between 'Churchmen' and 'faithful', between those whose primary allegiance is to the Party and those who first and foremost subscribe to the doctrine. The distinction does not coincide with that between the militant and the sympathiser. The militant has taken the decisive step and accepted the discipline, while the sympathiser remains on the threshold. But the latter is not necessarily one of the faithful, in the sense in which we have used the term, nor is the former always a true man of the Church. Certain fellow-travellers ignore the vocation of the proletariat or the classless society and simply submit to the historical necessity revealed by the unification of eight hundred million men under the same laws. There are some militants who are idealists intent on self-sacrifice, and some fellow-travellers who are cynics anxious to further their careers. Where, then, is the true Communist to be found? In theory, he must have been through the three stagesthe cult of the Party, the interpretative scholasticism, the training of the militantbut once he has graduated he acquires the right to 're-think' the dogma in his own way. He will adopt in his own mind a symbolic version of the Party-Church nexus, of the world revolutiona version which will ultimately be identical with that of the men who refuse to get involved. The militants are not all 'true believers'. In fact, they are quite conscious both of the other side of the picture and the esoteric meanings. In spite of this knowledge, they retain their allegiance to the movement and their expectation of a future which is at once inevitable and shaped by the Party. Must one really take seriously a secular religion which teaches its dignitaries as much scepticism as faith, whose doctrine eludes one's grasp, and which exists as such only through a series of decrees which are intellectually absurd? As soon as one rejects the idea of the identification of the Party with the proletariat and the interpretative scholasticism"
